西元年,月,民國年,發電方式,發電量
2022,12,民國111年12月,廢棄物能發電,286.0
2023,1,民國112年1月,總計_毛發電,20576.2
2023,1,民國112年1月,抽蓄水力發電,2544.0
2023,1,民國112年1月,燃煤發電,7672.0
2023,1,民國112年1月,燃油發電,321.0
2023,1,民國112年1月,燃氣發電,8327.0
2023,1,民國112年1月,核能發電,2146.0
2023,1,民國112年1月,再生能源合計,1853.0
2023,1,民國112年1月,慣常水力發電,262.0
2023,1,民國112年1月,風力發電,626.0
2023,1,民國112年1月,太陽光電,648.0
2023,1,民國112年1月,生質能發電,19.0
2023,1,民國112年1月,廢棄物能發電,299.0
2023,2,民國112年2月,總計_毛發電,19851.1
2023,2,民國112年2月,抽蓄水力發電,2370.0
2023,2,民國112年2月,燃煤發電,6968.0
2023,2,民國112年2月,燃油發電,292.0
2023,2,民國112年2月,燃氣發電,8498.0
2023,2,民國112年2月,核能發電,1977.0
2023,2,民國112年2月,再生能源合計,1877.0
2023,2,民國112年2月,慣常水力發電,238.0
2023,2,民國112年2月,風力發電,535.0
2023,2,民國112年2月,太陽光電,803.0
2023,2,民國112年2月,生質能發電,17.0
2023,2,民國112年2月,廢棄物能發電,285.0
2023,3,民國112年3月,總計_毛發電,22058.8
2023,3,民國112年3月,抽蓄水力發電,2601.0
2023,3,民國112年3月,燃煤發電,8601.0
2023,3,民國112年3月,燃油發電,242.0
2023,3,民國112年3月,燃氣發電,9215.0
2023,3,民國112年3月,核能發電,1792.0
2023,3,民國112年3月,再生能源合計,1947.0
2023,3,民國112年3月,慣常水力發電,243.0
2023,3,民國112年3月,風力發電,510.0
2023,3,民國112年3月,太陽光電,884.0
2023,3,民國112年3月,生質能發電,22.0
2023,3,民國112年3月,廢棄物能發電,288.0
2023,4,民國112年4月,總計_毛發電,21896.6
2023,4,民國112年4月,抽蓄水力發電,2424.0
2023,4,民國112年4月,燃煤發電,10103.0
2023,4,民國112年4月,燃油發電,242.0
2023,4,民國112年4月,燃氣發電,8588.0
2023,4,民國112年4月,核能發電,709.0
2023,4,民國112年4月,再生能源合計,2009.0
2023,4,民國112年4月,慣常水力發電,176.0
2023,4,民國112年4月,風力發電,379.0
2023,4,民國112年4月,太陽光電,1172.0
2023,4,民國112年4月,生質能發電,19.0
2023,4,民國112年4月,廢棄物能發電,263.0
2023,5,民國112年5月,總計_毛發電,24139.1
2023,5,民國112年5月,抽蓄水力發電,2429.0
2023,5,民國112年5月,燃煤發電,11202.0
2023,5,民國112年5月,燃油發電,250.0
2023,5,民國112年5月,燃氣發電,9183.0
2023,5,民國112年5月,核能發電,1191.0
2023,5,民國112年5月,再生能源合計,2069.0
2023,5,民國112年5月,慣常水力發電,209.0
2023,5,民國112年5月,風力發電,380.0
2023,5,民國112年5月,太陽光電,1155.0
2023,5,民國112年5月,生質能發電,19.0
2023,5,民國112年5月,廢棄物能發電,305.0
2023,6,民國112年6月,總計_毛發電,25438.8
2023,6,民國112年6月,抽蓄水力發電,2471.0
2023,6,民國112年6月,燃煤發電,12228.0
2023,6,民國112年6月,燃油發電,331.0
2023,6,民國112年6月,燃氣發電,9126.0
2023,6,民國112年6月,核能發電,1413.0
2023,6,民國112年6月,再生能源合計,2094.0
2023,6,民國112年6月,慣常水力發電,304.0
2023,6,民國112年6月,風力發電,223.0
2023,6,民國112年6月,太陽光電,1223.0
2023,6,民國112年6月,生質能發電,30.0
2023,6,民國112年6月,廢棄物能發電,314.0
2023,7,民國112年7月,總計_毛發電,27208.7
2023,7,民國112年7月,抽蓄水力發電,2681.0
2023,7,民國112年7月,燃煤發電,12597.0
2023,7,民國112年7月,燃油發電,436.0
2023,7,民國112年7月,燃氣發電,10153.0
2023,7,民國112年7月,核能發電,1455.0
2023,7,民國112年7月,再生能源合計,2299.0
2023,7,民國112年7月,慣常水力發電,342.0
2023,7,民國112年7月,風力發電,268.0
2023,7,民國112年7月,太陽光電,1337.0
2023,7,民國112年7月,生質能發電,19.0
2023,7,民國112年7月,廢棄物能發電,332.0
2023,8,民國112年8月,總計_毛發電,26815.9
2023,8,民國112年8月,抽蓄水力發電,2569.0
2023,8,民國112年8月,燃煤發電,11910.0
2023,8,民國112年8月,燃油發電,384.0
2023,8,民國112年8月,燃氣發電,10266.0
2023,8,民國112年8月,核能發電,1456.0
2023,8,民國112年8月,再生能源合計,2542.0
2023,8,民國112年8月,慣常水力發電,610.0
2023,8,民國112年8月,風力發電,369.0
2023,8,民國112年8月,太陽光電,1228.0
2023,8,民國112年8月,生質能發電,13.0
2023,8,民國112年8月,廢棄物能發電,322.0
2023,9,民國112年9月,總計_毛發電,25647.2
2023,9,民國112年9月,抽蓄水力發電,2611.0
2023,9,民國112年9月,燃煤發電,11481.0
2023,9,民國112年9月,燃油發電,377.0
2023,9,民國112年9月,燃氣發電,9425.0
2023,9,民國112年9月,核能發電,1404.0
2023,9,民國112年9月,再生能源合計,2697.0
2023,9,民國112年9月,慣常水力發電,719.0
2023,9,民國112年9月,風力發電,300.0
2023,9,民國112年9月,太陽光電,1363.0
2023,9,民國112年9月,生質能發電,20.0
2023,9,民國112年9月,廢棄物能發電,295.0
2023,10,民國112年10月,總計_毛發電,24147.3
2023,10,民國112年10月,抽蓄水力發電,2692.0
2023,10,民國112年10月,燃煤發電,9802.0
2023,10,民國112年10月,燃油發電,281.0
2023,10,民國112年10月,燃氣發電,9587.0
2023,10,民國112年10月,核能發電,1382.0
2023,10,民國112年10月,再生能源合計,2824.0
2023,10,民國112年10月,慣常水力發電,413.0
2023,10,民國112年10月,風力發電,920.0
2023,10,民國112年10月,太陽光電,1187.0
2023,10,民國112年10月,生質能發電,20.0
2023,10,民國112年10月,廢棄物能發電,285.0
2023,11,民國112年11月,總計_毛發電,22114.9
2023,11,民國112年11月,抽蓄水力發電,2495.0
2023,11,民國112年11月,燃煤發電,8577.0
2023,11,民國112年11月,燃油發電,304.0
2023,11,民國112年11月,燃氣發電,9331.0
2023,11,民國112年11月,核能發電,1414.0
2023,11,民國112年11月,再生能源合計,2238.0
2023,11,民國112年11月,慣常水力發電,241.0
2023,11,民國112年11月,風力發電,766.0
2023,11,民國112年11月,太陽光電,969.0
2023,11,民國112年11月,生質能發電,19.0
2023,11,民國112年11月,廢棄物能發電,244.0
2023,12,民國112年12月,總計_毛發電,22391.8
2023,12,民國112年12月,抽蓄水力發電,2624.0
2023,12,民國112年12月,燃煤發電,8018.0
2023,12,民國112年12月,燃油發電,315.0
2023,12,民國112年12月,燃氣發電,9931.0
2023,12,民國112年12月,核能發電,1464.0
2023,12,民國112年12月,再生能源合計,2400.0
2023,12,民國112年12月,慣常水力發電,206.0
2023,12,民國112年12月,風力發電,962.0
2023,12,民國112年12月,太陽光電,941.0
2023,12,民國112年12月,生質能發電,21.0
2023,12,民國112年12月,廢棄物能發電,270.0
2024,1,民國113年1月,總計_毛發電,21809.0
2024,1,民國113年1月,抽蓄水力發電,248.0
2024,1,民國113年1月,燃煤發電,7583.0
2024,1,民國113年1月,燃油發電,316.0
2024,1,民國113年1月,燃氣發電,9914.0
2024,1,民國113年1月,核能發電,1465.0
2024,1,民國113年1月,再生能源合計,2280.0
2024,1,民國113年1月,慣常水力發電,204.0
2024,1,民國113年1月,風力發電,900.0
2024,1,民國113年1月,太陽光電,834.0
2024,1,民國113年1月,生質能發電,23.0
2024,1,民國113年1月,廢棄物能發電,320.0
2024,2,民國113年2月,總計_毛發電,19651.0
2024,2,民國113年2月,抽蓄水力發電,246.0
2024,2,民國113年2月,燃煤發電,7333.0
2024,2,民國113年2月,燃油發電,283.0
2024,2,民國113年2月,燃氣發電,7987.0
2024,2,民國113年2月,核能發電,1371.0
2024,2,民國113年2月,再生能源合計,2430.0
2024,2,民國113年2月,慣常水力發電,262.0
2024,2,民國113年2月,風力發電,865.0
2024,2,民國113年2月,太陽光電,989.0
2024,2,民國113年2月,生質能發電,16.0
2024,2,民國113年2月,廢棄物能發電,298.0
2024,3,民國113年3月,總計_毛發電,22500.0
2024,3,民國113年3月,抽蓄水力發電,250.0
2024,3,民國113年3月,燃煤發電,9016.0
2024,3,民國113年3月,燃油發電,336.0
2024,3,民國113年3月,燃氣發電,8912.0
2024,3,民國113年3月,核能發電,1464.0
2024,3,民國113年3月,再生能源合計,2520.0
2024,3,民國113年3月,慣常水力發電,255.0
2024,3,民國113年3月,風力發電,810.0
2024,3,民國113年3月,太陽光電,1133.0
2024,3,民國113年3月,生質能發電,22.0
2024,3,民國113年3月,廢棄物能發電,301.0
2024,4,民國113年4月,總計_毛發電,23074.0
2024,4,民國113年4月,抽蓄水力發電,255.0
2024,4,民國113年4月,燃煤發電,9443.0
2024,4,民國113年4月,燃油發電,406.0
2024,4,民國113年4月,燃氣發電,9457.0
2024,4,民國113年4月,核能發電,1393.0
2024,4,民國113年4月,再生能源合計,2118.0
2024,4,民國113年4月,慣常水力發電,213.0
2024,4,民國113年4月,風力發電,476.0
2024,4,民國113年4月,太陽光電,1159.0
2024,4,民國113年4月,生質能發電,10.0
2024,4,民國113年4月,廢棄物能發電,260.0
2024,5,民國113年5月,總計_毛發電,24498.0
2024,5,民國113年5月,抽蓄水力發電,254.0
2024,5,民國113年5月,燃煤發電,10515.0
2024,5,民國113年5月,燃油發電,279.0
2024,5,民國113年5月,燃氣發電,9589.0
2024,5,民國113年5月,核能發電,1455.0
2024,5,民國113年5月,再生能源合計,2403.0
2024,5,民國113年5月,慣常水力發電,247.0
2024,5,民國113年5月,風力發電,647.0
2024,5,民國113年5月,太陽光電,1193.0
2024,5,民國113年5月,生質能發電,14.0
2024,5,民國113年5月,廢棄物能發電,303.0
2024,6,民國113年6月,總計_毛發電,25759.0
2024,6,民國113年6月,抽蓄水力發電,247.0
2024,6,民國113年6月,燃煤發電,10480.0
2024,6,民國113年6月,燃油發電,330.0
2024,6,民國113年6月,燃氣發電,10510.0
2024,6,民國113年6月,核能發電,1390.0
2024,6,民國113年6月,再生能源合計,2800.0
2024,6,民國113年6月,慣常水力發電,426.0
2024,6,民國113年6月,風力發電,513.0
2024,6,民國113年6月,太陽光電,1542.0
2024,6,民國113年6月,生質能發電,18.0
2024,6,民國113年6月,廢棄物能發電,300.0
2024,7,民國113年7月,總計_毛發電,27588.0
2024,7,民國113年7月,抽蓄水力發電,259.0
2024,7,民國113年7月,燃煤發電,11362.0
2024,7,民國113年7月,燃油發電,465.0
2024,7,民國113年7月,燃氣發電,11585.0
2024,7,民國113年7月,核能發電,1199.0
2024,7,民國113年7月,再生能源合計,2717.0
2024,7,民國113年7月,慣常水力發電,470.0
2024,7,民國113年7月,風力發電,358.0
2024,7,民國113年7月,太陽光電,1546.0
2024,7,民國113年7月,生質能發電,20.0
2024,7,民國113年7月,廢棄物能發電,324.0
2024,8,民國113年8月,總計_毛發電,27292.0
2024,8,民國113年8月,抽蓄水力發電,277.0
2024,8,民國113年8月,燃煤發電,11117.0
2024,8,民國113年8月,燃油發電,389.0
2024,8,民國113年8月,燃氣發電,11859.0
2024,8,民國113年8月,核能發電,728.0
2024,8,民國113年8月,再生能源合計,2920.0
2024,8,民國113年8月,慣常水力發電,642.0
2024,8,民國113年8月,風力發電,301.0
2024,8,民國113年8月,太陽光電,1641.0
2024,8,民國113年8月,生質能發電,20.0
2024,8,民國113年8月,廢棄物能發電,316.0
2024,9,民國113年9月,總計_毛發電,26691.0
2024,9,民國113年9月,抽蓄水力發電,274.0
2024,9,民國113年9月,燃煤發電,10987.0
2024,9,民國113年9月,燃油發電,420.0
2024,9,民國113年9月,燃氣發電,11203.0
2024,9,民國113年9月,核能發電,704.0
2024,9,民國113年9月,再生能源合計,3101.0
2024,9,民國113年9月,慣常水力發電,365.0
2024,9,民國113年9月,風力發電,915.0
2024,9,民國113年9月,太陽光電,1489.0
2024,9,民國113年9月,生質能發電,19.0
2024,9,民國113年9月,廢棄物能發電,312.0
2024,10,民國113年10月,總計_毛發電,24593.0
2024,10,民國113年10月,抽蓄水力發電,265.0
2024,10,民國113年10月,燃煤發電,9388.0
2024,10,民國113年10月,燃油發電,353.0
2024,10,民國113年10月,燃氣發電,10855.0
2024,10,民國113年10月,核能發電,457.0
2024,10,民國113年10月,再生能源合計,3273.0
2024,10,民國113年10月,慣常水力發電,470.0
2024,10,民國113年10月,風力發電,1188.0
2024,10,民國113年10月,太陽光電,1302.0
2024,10,民國113年10月,生質能發電,21.0
2024,10,民國113年10月,廢棄物能發電,292.0
2024,11,民國113年11月,總計_毛發電,22563.0
2024,11,民國113年11月,抽蓄水力發電,256.0
2024,11,民國113年11月,燃煤發電,8211.0
2024,11,民國113年11月,燃油發電,349.0
2024,11,民國113年11月,燃氣發電,10403.0
2024,11,民國113年11月,核能發電,
2024,11,民國113年11月,再生能源合計,3342.0
2024,11,民國113年11月,慣常水力發電,441.0
2024,11,民國113年11月,風力發電,1555.0
2024,11,民國113年11月,太陽光電,1049.0
2024,11,民國113年11月,生質能發電,20.0
2024,11,民國113年11月,廢棄物能發電,278.0
2024,12,民國113年12月,總計_毛發電,22547.0
2024,12,民國113年12月,抽蓄水力發電,244.0
2024,12,民國113年12月,燃煤發電,7877.0
2024,12,民國113年12月,燃油發電,253.0
2024,12,民國113年12月,燃氣發電,10214.0
2024,12,民國113年12月,核能發電,555.0
2024,12,民國113年12月,再生能源合計,3402.0
2024,12,民國113年12月,慣常水力發電,213.0
2024,12,民國113年12月,風力發電,1801.0
2024,12,民國113年12月,太陽光電,1027.0
2024,12,民國113年12月,生質能發電,21.0
2024,12,民國113年12月,廢棄物能發電,340.0
2025,1,民國114年1月,總計_毛發電,21476.0
2025,1,民國114年1月,抽蓄水力發電,266.0
2025,1,民國114年1月,燃煤發電,7186.0
2025,1,民國114年1月,燃油發電,237.0
2025,1,民國114年1月,燃氣發電,9877.0
2025,1,民國114年1月,核能發電,735.0
2025,1,民國114年1月,再生能源合計,2365.0
2025,1,民國114年1月,慣常水力發電,196.0
2025,1,民國114年1月,風力發電,891.0
2025,1,民國114年1月,太陽光電,891.0
2025,1,民國114年1月,生質能發電,19.0
2025,1,民國114年1月,廢棄物能發電,368.0
2025,2,民國114年2月,總計_毛發電,20055.0
2025,2,民國114年2月,抽蓄水力發電,236.0
2025,2,民國114年2月,燃煤發電,6464.0
2025,2,民國114年2月,燃油發電,270.0
2025,2,民國114年2月,燃氣發電,9303.0
2025,2,民國114年2月,核能發電,664.0
2025,2,民國114年2月,再生能源合計,2587.0
2025,2,民國114年2月,慣常水力發電,312.0
2025,2,民國114年2月,風力發電,969.0
2025,2,民國114年2月,太陽光電,969.0
2025,2,民國114年2月,生質能發電,23.0
2025,2,民國114年2月,廢棄物能發電,315.0
2025,3,民國114年3月,總計_毛發電,22186.0
2025,3,民國114年3月,抽蓄水力發電,248.0
2025,3,民國114年3月,燃煤發電,7624.0
2025,3,民國114年3月,燃油發電,331.0
2025,3,民國114年3月,燃氣發電,10056.0
2025,3,民國114年3月,核能發電,734.0
2025,3,民國114年3月,再生能源合計,3130.0
2025,3,民國114年3月,慣常水力發電,389.0
2025,3,民國114年3月,風力發電,1199.0
2025,3,民國114年3月,太陽光電,1199.0
2025,3,民國114年3月,生質能發電,25.0
2025,3,民國114年3月,廢棄物能發電,317.0
2025,4,民國114年4月,總計_毛發電,22343.0
2025,4,民國114年4月,抽蓄水力發電,259.0
2025,4,民國114年4月,燃煤發電,8243.0
2025,4,民國114年4月,燃油發電,349.0
2025,4,民國114年4月,燃氣發電,9953.0
2025,4,民國114年4月,核能發電,709.0
2025,4,民國114年4月,再生能源合計,3460.0
2025,4,民國114年4月,慣常水力發電,454.0
2025,4,民國114年4月,風力發電,1348.0
2025,4,民國114年4月,太陽光電,1348.0
2025,4,民國114年4月,生質能發電,22.0
2025,4,民國114年4月,廢棄物能發電,288.0
2025,5,民國114年5月,總計_毛發電,24957.0
2025,5,民國114年5月,抽蓄水力發電,271.0
2025,5,民國114年5月,燃煤發電,9311.0
2025,5,民國114年5月,燃油發電,400.0
2025,5,民國114年5月,燃氣發電,11438.0
2025,5,民國114年5月,核能發電,395.0
2025,5,民國114年5月,再生能源合計,4086.0
2025,5,民國114年5月,慣常水力發電,620.0
2025,5,民國114年5月,風力發電,1555.0
2025,5,民國114年5月,太陽光電,1555.0
2025,5,民國114年5月,生質能發電,24.0
2025,5,民國114年5月,廢棄物能發電,331.0
2025,6,民國114年6月,總計_毛發電,26016.0
2025,6,民國114年6月,抽蓄水力發電,271.0
2025,6,民國114年6月,燃煤發電,9887.0
2025,6,民國114年6月,燃油發電,434.0
2025,6,民國114年6月,燃氣發電,12421.0
2025,6,民國114年6月,核能發電,
2025,6,民國114年6月,再生能源合計,4191.0
2025,6,民國114年6月,慣常水力發電,602.0
2025,6,民國114年6月,風力發電,1630.0
2025,6,民國114年6月,太陽光電,1630.0
2025,6,民國114年6月,生質能發電,22.0
2025,6,民國114年6月,廢棄物能發電,308.0
2025,7,民國114年7月,總計_毛發電,27069.0
2025,7,民國114年7月,抽蓄水力發電,239.0
2025,7,民國114年7月,燃煤發電,10309.0
2025,7,民國114年7月,燃油發電,349.0
2025,7,民國114年7月,燃氣發電,13015.0
2025,7,民國114年7月,核能發電,
2025,7,民國114年7月,再生能源合計,3906.0
2025,7,民國114年7月,慣常水力發電,668.0
2025,7,民國114年7月,風力發電,1443.0
2025,7,民國114年7月,太陽光電,1443.0
2025,7,民國114年7月,生質能發電,24.0
2025,7,民國114年7月,廢棄物能發電,328.0
2025,8,民國114年8月,總計_毛發電,27105.0
2025,8,民國114年8月,抽蓄水力發電,231.0
2025,8,民國114年8月,燃煤發電,10327.0
2025,8,民國114年8月,燃油發電,392.0
2025,8,民國114年8月,燃氣發電,13101.0
2025,8,民國114年8月,核能發電,
2025,8,民國114年8月,再生能源合計,4218.0
2025,8,民國114年8月,慣常水力發電,748.0
2025,8,民國114年8月,風力發電,1552.0
2025,8,民國114年8月,太陽光電,1552.0
2025,8,民國114年8月,生質能發電,17.0
2025,8,民國114年8月,廢棄物能發電,348.0
2025,9,民國114年9月,總計_毛發電,26659.0
2025,9,民國114年9月,抽蓄水力發電,300.0
2025,9,民國114年9月,燃煤發電,10414.0
2025,9,民國114年9月,燃油發電,540.0
2025,9,民國114年9月,燃氣發電,12808.0
2025,9,民國114年9月,核能發電,
2025,9,民國114年9月,再生能源合計,3990.0
2025,9,民國114年9月,慣常水力發電,528.0
2025,9,民國114年9月,風力發電,1556.0
2025,9,民國114年9月,太陽光電,1556.0
2025,9,民國114年9月,生質能發電,23.0
2025,9,民國114年9月,廢棄物能發電,328.0
2025,10,民國114年10月,總計_毛發電,25995.0
2025,10,民國114年10月,抽蓄水力發電,285.0
2025,10,民國114年10月,燃煤發電,8281.0
2025,10,民國114年10月,燃油發電,444.0
2025,10,民國114年10月,燃氣發電,13742.0
2025,10,民國114年10月,核能發電,
2025,10,民國114年10月,再生能源合計,3756.0
2025,10,民國114年10月,慣常水力發電,429.0
2025,10,民國114年10月,風力發電,1495.0
2025,10,民國114年10月,太陽光電,1495.0
2025,10,民國114年10月,生質能發電,25.0
2025,10,民國114年10月,廢棄物能發電,312.0
2025,11,民國114年11月,總計_毛發電,22520.0
2025,11,民國114年11月,抽蓄水力發電,246.0
2025,11,民國114年11月,燃煤發電,6672.0
2025,11,民國114年11月,燃油發電,291.0
2025,11,民國114年11月,燃氣發電,11600.0
2025,11,民國114年11月,核能發電,
2025,11,民國114年11月,再生能源合計,3091.0
2025,11,民國114年11月,慣常水力發電,368.0
2025,11,民國114年11月,風力發電,1215.0
2025,11,民國114年11月,太陽光電,1215.0
2025,11,民國114年11月,生質能發電,22.0
2025,11,民國114年11月,廢棄物能發電,271.0
2025,12,民國114年12月,總計_毛發電,22550.0
2025,12,民國114年12月,抽蓄水力發電,250.0
2025,12,民國114年12月,燃煤發電,7532.0
2025,12,民國114年12月,燃油發電,334.0
2025,12,民國114年12月,燃氣發電,10845.0
2025,12,民國114年12月,核能發電,
2025,12,民國114年12月,再生能源合計,2783.0
2025,12,民國114年12月,慣常水力發電,185.0
2025,12,民國114年12月,風力發電,1122.0
2025,12,民國114年12月,太陽光電,1122.0
2025,12,民國114年12月,生質能發電,24.0
2025,12,民國114年12月,廢棄物能發電,331.0
