西元年,月,民國年月,園區別,子園區,負載_萬KW
2023,10,11210,中部科學園區,二林園區,0.92
2023,10,11210,中部科學園區,台中園區,115.82
2023,10,11210,中部科學園區,后里園區,39.21
2023,10,11210,中部科學園區,虎尾園區,1.89
2023,10,11210,南部科學園區,橋頭園區,0.0
2023,10,11210,南部科學園區,臺南園區,233.47
2023,10,11210,南部科學園區,高雄園區,21.63
2023,10,11210,新竹科學園區,宜蘭園區,0.16
2023,10,11210,新竹科學園區,新竹園區,133.14
2023,10,11210,新竹科學園區,新竹生醫園區,1.29
2023,10,11210,新竹科學園區,竹南園區,23.45
2023,10,11210,新竹科學園區,銅鑼園區,5.91
2023,10,11210,新竹科學園區,龍潭園區,14.9
2023,11,11211,中部科學園區,中興園區,0.27
2023,11,11211,中部科學園區,二林園區,0.9
2023,11,11211,中部科學園區,台中園區,113.32
2023,11,11211,中部科學園區,后里園區,38.48
2023,11,11211,中部科學園區,虎尾園區,1.87
2023,11,11211,南部科學園區,橋頭園區,0.0
2023,11,11211,南部科學園區,臺南園區,232.88
2023,11,11211,南部科學園區,高雄園區,21.73
2023,11,11211,新竹科學園區,宜蘭園區,0.17
2023,11,11211,新竹科學園區,新竹園區,126.56
2023,11,11211,新竹科學園區,新竹生醫園區,1.2
2023,11,11211,新竹科學園區,竹南園區,22.88
2023,11,11211,新竹科學園區,銅鑼園區,5.79
2023,11,11211,新竹科學園區,龍潭園區,13.57
2023,12,11212,中部科學園區,中興園區,0.23
2023,12,11212,中部科學園區,二林園區,0.9
2023,12,11212,中部科學園區,台中園區,109.55
2023,12,11212,中部科學園區,后里園區,37.59
2023,12,11212,中部科學園區,虎尾園區,1.84
2023,12,11212,南部科學園區,橋頭園區,0.0
2023,12,11212,南部科學園區,臺南園區,229.91
2023,12,11212,南部科學園區,高雄園區,21.72
2023,12,11212,新竹科學園區,宜蘭園區,0.14
2023,12,11212,新竹科學園區,新竹園區,122.5
2023,12,11212,新竹科學園區,新竹生醫園區,1.13
2023,12,11212,新竹科學園區,竹南園區,23.88
2023,12,11212,新竹科學園區,銅鑼園區,5.94
2023,12,11212,新竹科學園區,龍潭園區,15.19
2024,1,11301,中部科學園區,中興園區,0.22
2024,1,11301,中部科學園區,二林園區,0.91
2024,1,11301,中部科學園區,台中園區,107.65
2024,1,11301,中部科學園區,后里園區,37.24
2024,1,11301,中部科學園區,虎尾園區,1.78
2024,1,11301,南部科學園區,橋頭園區,0.0
2024,1,11301,南部科學園區,臺南園區,232.62
2024,1,11301,南部科學園區,高雄園區,21.69
2024,1,11301,新竹科學園區,宜蘭園區,0.15
2024,1,11301,新竹科學園區,新竹園區,122.84
2024,1,11301,新竹科學園區,新竹生醫園區,1.06
2024,1,11301,新竹科學園區,竹南園區,24.06
2024,1,11301,新竹科學園區,銅鑼園區,6.95
2024,1,11301,新竹科學園區,龍潭園區,13.43
2024,2,11302,中部科學園區,中興園區,0.19
2024,2,11302,中部科學園區,二林園區,0.91
2024,2,11302,中部科學園區,台中園區,106.27
2024,2,11302,中部科學園區,后里園區,37.71
2024,2,11302,中部科學園區,虎尾園區,1.74
2024,2,11302,南部科學園區,橋頭園區,0.0
2024,2,11302,南部科學園區,臺南園區,228.38
2024,2,11302,南部科學園區,高雄園區,21.88
2024,2,11302,新竹科學園區,宜蘭園區,0.21
2024,2,11302,新竹科學園區,新竹園區,128.49
2024,2,11302,新竹科學園區,新竹生醫園區,1.11
2024,2,11302,新竹科學園區,竹南園區,24.53
2024,2,11302,新竹科學園區,銅鑼園區,5.38
2024,2,11302,新竹科學園區,龍潭園區,14.09
2024,3,11303,中部科學園區,中興園區,0.21
2024,3,11303,中部科學園區,二林園區,0.96
2024,3,11303,中部科學園區,台中園區,108.73
2024,3,11303,中部科學園區,后里園區,38.4
2024,3,11303,中部科學園區,虎尾園區,1.74
2024,3,11303,南部科學園區,橋頭園區,0.0
2024,3,11303,南部科學園區,臺南園區,228.69
2024,3,11303,南部科學園區,高雄園區,21.92
2024,3,11303,新竹科學園區,宜蘭園區,0.16
2024,3,11303,新竹科學園區,新竹園區,122.58
2024,3,11303,新竹科學園區,新竹生醫園區,1.11
2024,3,11303,新竹科學園區,竹南園區,25.41
2024,3,11303,新竹科學園區,銅鑼園區,5.54
2024,3,11303,新竹科學園區,龍潭園區,13.8
2024,4,11304,中部科學園區,中興園區,0.22
2024,4,11304,中部科學園區,二林園區,1.07
2024,4,11304,中部科學園區,台中園區,109.86
2024,4,11304,中部科學園區,后里園區,39.36
2024,4,11304,中部科學園區,虎尾園區,1.78
2024,4,11304,南部科學園區,橋頭園區,0.0
2024,4,11304,南部科學園區,臺南園區,228.69
2024,4,11304,南部科學園區,高雄園區,21.91
2024,4,11304,新竹科學園區,宜蘭園區,0.18
2024,4,11304,新竹科學園區,新竹園區,133.34
2024,4,11304,新竹科學園區,新竹生醫園區,1.14
2024,4,11304,新竹科學園區,竹南園區,27.89
2024,4,11304,新竹科學園區,銅鑼園區,5.86
2024,4,11304,新竹科學園區,龍潭園區,13.33
2024,5,11305,中部科學園區,中興園區,0.23
2024,5,11305,中部科學園區,二林園區,1.11
2024,5,11305,中部科學園區,台中園區,111.82
2024,5,11305,中部科學園區,后里園區,40.1
2024,5,11305,中部科學園區,虎尾園區,1.82
2024,5,11305,南部科學園區,楠梓園區,0.0
2024,5,11305,南部科學園區,橋頭園區,0.0
2024,5,11305,南部科學園區,臺南園區,231.78
2024,5,11305,南部科學園區,高雄園區,21.93
2024,5,11305,新竹科學園區,宜蘭園區,0.21
2024,5,11305,新竹科學園區,新竹園區,128.77
2024,5,11305,新竹科學園區,新竹生醫園區,1.22
2024,5,11305,新竹科學園區,竹南園區,27.03
2024,5,11305,新竹科學園區,銅鑼園區,6.07
2024,5,11305,新竹科學園區,龍潭園區,13.74
2024,6,11306,中部科學園區,中興園區,0.24
2024,6,11306,中部科學園區,二林園區,1.1
2024,6,11306,中部科學園區,台中園區,113.06
2024,6,11306,中部科學園區,后里園區,40.4
2024,6,11306,中部科學園區,虎尾園區,1.91
2024,6,11306,南部科學園區,楠梓園區,0.0
2024,6,11306,南部科學園區,橋頭園區,0.0
2024,6,11306,南部科學園區,臺南園區,232.5
2024,6,11306,南部科學園區,高雄園區,22.39
2024,6,11306,新竹科學園區,宜蘭園區,0.23
2024,6,11306,新竹科學園區,新竹園區,143.08
2024,6,11306,新竹科學園區,新竹生醫園區,1.24
2024,6,11306,新竹科學園區,竹南園區,28.23
2024,6,11306,新竹科學園區,銅鑼園區,6.39
2024,6,11306,新竹科學園區,龍潭園區,14.97
2024,7,11307,中部科學園區,中興園區,0.28
2024,7,11307,中部科學園區,二林園區,1.16
2024,7,11307,中部科學園區,台中園區,115.3
2024,7,11307,中部科學園區,后里園區,42.04
2024,7,11307,中部科學園區,虎尾園區,1.92
2024,7,11307,南部科學園區,楠梓園區,0.0
2024,7,11307,南部科學園區,橋頭園區,0.0
2024,7,11307,南部科學園區,臺南園區,233.06
2024,7,11307,南部科學園區,高雄園區,22.31
2024,7,11307,新竹科學園區,宜蘭園區,0.23
2024,7,11307,新竹科學園區,新竹園區,145.21
2024,7,11307,新竹科學園區,新竹生醫園區,1.36
2024,7,11307,新竹科學園區,竹南園區,29.68
2024,7,11307,新竹科學園區,銅鑼園區,6.38
2024,7,11307,新竹科學園區,龍潭園區,14.71
2024,8,11308,中部科學園區,中興園區,0.28
2024,8,11308,中部科學園區,二林園區,1.22
2024,8,11308,中部科學園區,台中園區,115.21
2024,8,11308,中部科學園區,后里園區,42.22
2024,8,11308,中部科學園區,虎尾園區,1.95
2024,8,11308,南部科學園區,楠梓園區,0.0
2024,8,11308,南部科學園區,橋頭園區,0.0
2024,8,11308,南部科學園區,臺南園區,233.97
2024,8,11308,南部科學園區,高雄園區,22.38
2024,8,11308,新竹科學園區,宜蘭園區,0.23
2024,8,11308,新竹科學園區,新竹園區,143.05
2024,8,11308,新竹科學園區,新竹生醫園區,1.37
2024,8,11308,新竹科學園區,竹南園區,28.44
2024,8,11308,新竹科學園區,銅鑼園區,6.4
2024,8,11308,新竹科學園區,龍潭園區,14.83
2024,9,11309,中部科學園區,中興園區,0.28
2024,9,11309,中部科學園區,二林園區,1.25
2024,9,11309,中部科學園區,台中園區,114.83
2024,9,11309,中部科學園區,后里園區,42.56
2024,9,11309,中部科學園區,虎尾園區,1.98
2024,9,11309,南部科學園區,楠梓園區,0.0
2024,9,11309,南部科學園區,橋頭園區,0.0
2024,9,11309,南部科學園區,臺南園區,233.54
2024,9,11309,南部科學園區,高雄園區,22.39
2024,9,11309,新竹科學園區,宜蘭園區,0.22
2024,9,11309,新竹科學園區,新竹園區,144.73
2024,9,11309,新竹科學園區,新竹生醫園區,1.36
2024,9,11309,新竹科學園區,竹南園區,29.06
2024,9,11309,新竹科學園區,銅鑼園區,6.5
2024,9,11309,新竹科學園區,龍潭園區,14.72
2024,10,11310,中部科學園區,中興園區,0.27
2024,10,11310,中部科學園區,二林園區,1.24
2024,10,11310,中部科學園區,台中園區,114.86
2024,10,11310,中部科學園區,后里園區,43.33
2024,10,11310,中部科學園區,虎尾園區,1.95
2024,10,11310,南部科學園區,楠梓園區,0.0
2024,10,11310,南部科學園區,橋頭園區,0.0
2024,10,11310,南部科學園區,臺南園區,233.59
2024,10,11310,南部科學園區,高雄園區,22.39
2024,10,11310,新竹科學園區,宜蘭園區,0.21
2024,10,11310,新竹科學園區,新竹園區,144.28
2024,10,11310,新竹科學園區,新竹生醫園區,1.35
2024,10,11310,新竹科學園區,竹南園區,28.71
2024,10,11310,新竹科學園區,銅鑼園區,6.51
2024,10,11310,新竹科學園區,龍潭園區,14.66
2024,11,11311,中部科學園區,中興園區,0.26
2024,11,11311,中部科學園區,二林園區,1.22
2024,11,11311,中部科學園區,台中園區,112.96
2024,11,11311,中部科學園區,后里園區,43.13
2024,11,11311,中部科學園區,虎尾園區,1.9
2024,11,11311,南部科學園區,楠梓園區,0.0
2024,11,11311,南部科學園區,橋頭園區,0.0
2024,11,11311,南部科學園區,臺南園區,232.97
2024,11,11311,南部科學園區,高雄園區,22.39
2024,11,11311,新竹科學園區,宜蘭園區,0.21
2024,11,11311,新竹科學園區,新竹園區,133.95
2024,11,11311,新竹科學園區,新竹生醫園區,1.25
2024,11,11311,新竹科學園區,竹南園區,27.77
2024,11,11311,新竹科學園區,銅鑼園區,6.52
2024,11,11311,新竹科學園區,龍潭園區,14.36
2024,12,11312,中部科學園區,中興園區,0.23
2024,12,11312,中部科學園區,二林園區,1.11
2024,12,11312,中部科學園區,台中園區,110.11
2024,12,11312,中部科學園區,后里園區,42.56
2024,12,11312,中部科學園區,虎尾園區,1.85
2024,12,11312,南部科學園區,楠梓園區,0.0
2024,12,11312,南部科學園區,橋頭園區,0.0
2024,12,11312,南部科學園區,臺南園區,232.99
2024,12,11312,南部科學園區,高雄園區,22.44
2024,12,11312,新竹科學園區,宜蘭園區,0.18
2024,12,11312,新竹科學園區,新竹園區,128.97
2024,12,11312,新竹科學園區,新竹生醫園區,1.2
2024,12,11312,新竹科學園區,竹南園區,26.79
2024,12,11312,新竹科學園區,銅鑼園區,6.45
2024,12,11312,新竹科學園區,龍潭園區,14.45
2025,1,11401,中部科學園區,中興園區,0.19
2025,1,11401,中部科學園區,二林園區,1.2
2025,1,11401,中部科學園區,台中園區,105.88
2025,1,11401,中部科學園區,后里園區,41.69
2025,1,11401,中部科學園區,虎尾園區,1.84
2025,1,11401,南部科學園區,楠梓園區,0.0
2025,1,11401,南部科學園區,橋頭園區,0.0
2025,1,11401,南部科學園區,臺南園區,233.02
2025,1,11401,南部科學園區,高雄園區,22.59
2025,1,11401,新竹科學園區,宜蘭園區,0.18
2025,1,11401,新竹科學園區,新竹園區,127.9
2025,1,11401,新竹科學園區,新竹生醫園區,1.06
2025,1,11401,新竹科學園區,竹南園區,25.71
2025,1,11401,新竹科學園區,銅鑼園區,6.41
2025,1,11401,新竹科學園區,龍潭園區,16.13
2025,2,11402,中部科學園區,中興園區,0.2
2025,2,11402,中部科學園區,二林園區,1.31
2025,2,11402,中部科學園區,台中園區,104.04
2025,2,11402,中部科學園區,后里園區,41.51
2025,2,11402,中部科學園區,虎尾園區,1.77
2025,2,11402,南部科學園區,楠梓園區,0.0
2025,2,11402,南部科學園區,橋頭園區,0.0
2025,2,11402,南部科學園區,臺南園區,232.94
2025,2,11402,南部科學園區,高雄園區,22.96
2025,2,11402,新竹科學園區,宜蘭園區,0.19
2025,2,11402,新竹科學園區,新竹園區,130.65
2025,2,11402,新竹科學園區,新竹生醫園區,0.99
2025,2,11402,新竹科學園區,竹南園區,26.13
2025,2,11402,新竹科學園區,銅鑼園區,6.47
2025,2,11402,新竹科學園區,龍潭園區,14.45
2025,3,11403,中部科學園區,中興園區,0.18
2025,3,11403,中部科學園區,二林園區,1.83
2025,3,11403,中部科學園區,台中園區,104.36
2025,3,11403,中部科學園區,后里園區,42.52
2025,3,11403,中部科學園區,虎尾園區,1.79
2025,3,11403,南部科學園區,楠梓園區,0.0
2025,3,11403,南部科學園區,橋頭園區,0.0
2025,3,11403,南部科學園區,臺南園區,232.78
2025,3,11403,南部科學園區,高雄園區,22.93
2025,3,11403,新竹科學園區,宜蘭園區,0.19
2025,3,11403,新竹科學園區,新竹園區,122.82
2025,3,11403,新竹科學園區,新竹生醫園區,1.0
2025,3,11403,新竹科學園區,竹南園區,27.24
2025,3,11403,新竹科學園區,銅鑼園區,7.11
2025,3,11403,新竹科學園區,龍潭園區,17.09
2025,4,11404,中部科學園區,中興園區,0.2
2025,4,11404,中部科學園區,二林園區,1.67
2025,4,11404,中部科學園區,台中園區,109.55
2025,4,11404,中部科學園區,后里園區,45.05
2025,4,11404,中部科學園區,虎尾園區,1.83
2025,4,11404,南部科學園區,楠梓園區,0.0
2025,4,11404,南部科學園區,橋頭園區,0.0
2025,4,11404,南部科學園區,臺南園區,232.94
2025,4,11404,南部科學園區,高雄園區,22.94
2025,4,11404,新竹科學園區,宜蘭園區,0.21
2025,4,11404,新竹科學園區,新竹園區,135.6
2025,4,11404,新竹科學園區,新竹生醫園區,1.12
2025,4,11404,新竹科學園區,竹南園區,28.06
2025,4,11404,新竹科學園區,銅鑼園區,7.56
2025,4,11404,新竹科學園區,龍潭園區,16.32
2025,5,11405,中部科學園區,中興園區,0.23
2025,5,11405,中部科學園區,二林園區,1.87
2025,5,11405,中部科學園區,台中園區,114.86
2025,5,11405,中部科學園區,后里園區,45.75
2025,5,11405,中部科學園區,虎尾園區,1.87
2025,5,11405,南部科學園區,楠梓園區,0.0
2025,5,11405,南部科學園區,橋頭園區,0.0
2025,5,11405,南部科學園區,臺南園區,235.64
2025,5,11405,南部科學園區,高雄園區,23.14
2025,5,11405,新竹科學園區,宜蘭園區,0.23
2025,5,11405,新竹科學園區,新竹園區,141.96
2025,5,11405,新竹科學園區,新竹生醫園區,1.17
2025,5,11405,新竹科學園區,竹南園區,31.2
2025,5,11405,新竹科學園區,銅鑼園區,7.88
2025,5,11405,新竹科學園區,龍潭園區,16.09
2025,6,11406,中部科學園區,中興園區,0.25
2025,6,11406,中部科學園區,二林園區,2.1
2025,6,11406,中部科學園區,台中園區,113.91
2025,6,11406,中部科學園區,后里園區,47.07
2025,6,11406,中部科學園區,虎尾園區,1.95
2025,6,11406,南部科學園區,楠梓園區,0.0
2025,6,11406,南部科學園區,橋頭園區,0.0
2025,6,11406,南部科學園區,臺南園區,236.04
2025,6,11406,南部科學園區,高雄園區,23.32
2025,6,11406,新竹科學園區,宜蘭園區,0.24
2025,6,11406,新竹科學園區,新竹園區,147.42
2025,6,11406,新竹科學園區,新竹生醫園區,1.32
2025,6,11406,新竹科學園區,竹南園區,28.98
2025,6,11406,新竹科學園區,銅鑼園區,8.08
2025,6,11406,新竹科學園區,龍潭園區,15.75
2025,7,11407,中部科學園區,中興園區,0.26
2025,7,11407,中部科學園區,二林園區,2.39
2025,7,11407,中部科學園區,台中園區,114.72
2025,7,11407,中部科學園區,后里園區,48.55
2025,7,11407,中部科學園區,虎尾園區,1.95
2025,7,11407,南部科學園區,楠梓園區,0.0
2025,7,11407,南部科學園區,橋頭園區,0.0
2025,7,11407,南部科學園區,臺南園區,237.38
2025,7,11407,南部科學園區,高雄園區,23.49
2025,7,11407,新竹科學園區,宜蘭園區,0.24
2025,7,11407,新竹科學園區,新竹園區,155.51
2025,7,11407,新竹科學園區,新竹生醫園區,1.41
2025,7,11407,新竹科學園區,竹南園區,28.82
2025,7,11407,新竹科學園區,銅鑼園區,8.3
2025,7,11407,新竹科學園區,龍潭園區,17.56
2025,8,11408,中部科學園區,中興園區,0.25
2025,8,11408,中部科學園區,二林園區,2.48
2025,8,11408,中部科學園區,台中園區,115.16
2025,8,11408,中部科學園區,后里園區,49.3
2025,8,11408,中部科學園區,虎尾園區,1.99
2025,8,11408,南部科學園區,楠梓園區,0.0
2025,8,11408,南部科學園區,橋頭園區,0.0
2025,8,11408,南部科學園區,臺南園區,237.37
2025,8,11408,南部科學園區,高雄園區,23.51
2025,8,11408,新竹科學園區,宜蘭園區,0.24
2025,8,11408,新竹科學園區,新竹園區,149.38
2025,8,11408,新竹科學園區,新竹生醫園區,1.43
2025,8,11408,新竹科學園區,竹南園區,28.8
2025,8,11408,新竹科學園區,銅鑼園區,8.28
2025,8,11408,新竹科學園區,龍潭園區,18.53
2025,9,11409,中部科學園區,中興園區,0.24
2025,9,11409,中部科學園區,二林園區,2.66
2025,9,11409,中部科學園區,台中園區,114.49
2025,9,11409,中部科學園區,后里園區,50.31
2025,9,11409,中部科學園區,虎尾園區,1.96
2025,9,11409,南部科學園區,楠梓園區,0.0
2025,9,11409,南部科學園區,橋頭園區,0.0
2025,9,11409,南部科學園區,臺南園區,237.44
2025,9,11409,南部科學園區,高雄園區,23.64
2025,9,11409,新竹科學園區,宜蘭園區,0.25
2025,9,11409,新竹科學園區,新竹園區,152.32
2025,9,11409,新竹科學園區,新竹生醫園區,1.45
2025,9,11409,新竹科學園區,竹南園區,28.83
2025,9,11409,新竹科學園區,銅鑼園區,8.43
2025,9,11409,新竹科學園區,龍潭園區,18.79
2025,10,11410,中部科學園區,中興園區,0.26
2025,10,11410,中部科學園區,二林園區,2.81
2025,10,11410,中部科學園區,台中園區,114.65
2025,10,11410,中部科學園區,后里園區,50.59
2025,10,11410,中部科學園區,虎尾園區,2.03
2025,10,11410,南部科學園區,楠梓園區,0.0
2025,10,11410,南部科學園區,橋頭園區,0.0
2025,10,11410,南部科學園區,臺南園區,237.12
2025,10,11410,南部科學園區,高雄園區,23.64
2025,10,11410,新竹科學園區,宜蘭園區,0.25
2025,10,11410,新竹科學園區,新竹園區,153.58
2025,10,11410,新竹科學園區,新竹生醫園區,1.45
2025,10,11410,新竹科學園區,竹南園區,28.24
2025,10,11410,新竹科學園區,銅鑼園區,8.27
2025,10,11410,新竹科學園區,龍潭園區,18.62
2025,11,11411,中部科學園區,中興園區,0.27
2025,11,11411,中部科學園區,二林園區,2.86
2025,11,11411,中部科學園區,台中園區,117.24
2025,11,11411,中部科學園區,后里園區,50.47
2025,11,11411,中部科學園區,虎尾園區,2.33
2025,11,11411,南部科學園區,楠梓園區,0.0
2025,11,11411,南部科學園區,橋頭園區,0.0
2025,11,11411,南部科學園區,臺南園區,237.16
2025,11,11411,南部科學園區,高雄園區,23.91
2025,11,11411,新竹科學園區,宜蘭園區,0.24
2025,11,11411,新竹科學園區,新竹園區,143.98
2025,11,11411,新竹科學園區,新竹生醫園區,1.37
2025,11,11411,新竹科學園區,竹南園區,27.73
2025,11,11411,新竹科學園區,銅鑼園區,7.96
2025,11,11411,新竹科學園區,龍潭園區,17.71
2025,12,11412,中部科學園區,中興園區,0.22
2025,12,11412,中部科學園區,二林園區,2.87
2025,12,11412,中部科學園區,台中園區,113.0
2025,12,11412,中部科學園區,后里園區,49.6
2025,12,11412,中部科學園區,虎尾園區,2.23
2025,12,11412,南部科學園區,楠梓園區,0.0
2025,12,11412,南部科學園區,橋頭園區,0.0
2025,12,11412,南部科學園區,臺南園區,237.43
2025,12,11412,南部科學園區,高雄園區,23.96
2025,12,11412,新竹科學園區,宜蘭園區,0.22
2025,12,11412,新竹科學園區,新竹園區,143.3
2025,12,11412,新竹科學園區,新竹生醫園區,1.24
2025,12,11412,新竹科學園區,竹南園區,27.26
2025,12,11412,新竹科學園區,銅鑼園區,8.29
2025,12,11412,新竹科學園區,龍潭園區,17.56
2026,1,11501,中部科學園區,中興園區,0.2
2026,1,11501,中部科學園區,二林園區,3.04
2026,1,11501,中部科學園區,台中園區,111.11
2026,1,11501,中部科學園區,后里園區,49.07
2026,1,11501,中部科學園區,虎尾園區,2.32
2026,1,11501,南部科學園區,楠梓園區,0.0
2026,1,11501,南部科學園區,橋頭園區,0.0
2026,1,11501,南部科學園區,臺南園區,237.42
2026,1,11501,南部科學園區,高雄園區,23.96
2026,1,11501,新竹科學園區,宜蘭園區,0.21
2026,1,11501,新竹科學園區,新竹園區,137.03
2026,1,11501,新竹科學園區,新竹生醫園區,1.14
2026,1,11501,新竹科學園區,竹南園區,26.67
2026,1,11501,新竹科學園區,銅鑼園區,7.96
2026,1,11501,新竹科學園區,龍潭園區,18.03
