日期(年/月),單位,電力消費_總計(數值),電力消費_能源部門自用(數值),電力消費_工業部門_合計(數值),電力消費_工業部門_紡織成衣及服飾業(數值),電力消費_工業部門_紙漿紙及紙製品業(數值),電力消費_工業部門_化學材料製造業(數值),電力消費_工業部門_塑膠製品製造業(數值),電力消費_工業部門_非金屬礦物製品製造業(數值),電力消費_工業部門_金屬基本工業(數值),電力消費_工業部門_金屬製品製造業(數值),電力消費_工業部門_電腦通信及視聽電子產品製造業(數值),電力消費_工業部門_其他(數值),電力消費_運輸部門_合計(數值),電力消費_運輸部門_國內航空(數值),電力消費_運輸部門_公路(數值),電力消費_運輸部門_鐵路(數值),電力消費_運輸部門_管線運輸(數值),電力消費_運輸部門_國內水運(數值),電力消費_運輸部門_其他(數值),電力消費_農業部門(數值),電力消費_服務業部門_合計(數值),電力消費_服務業部門_批發及零售業(數值),電力消費_服務業部門_住宿及餐飲業(數值),電力消費_服務業部門_運輸服務業(數值),電力消費_服務業部門_倉儲業(數值),電力消費_服務業部門_通信業(數值),電力消費_服務業部門_金融保險及不動產業(數值),電力消費_服務業部門_工商服務業(數值),電力消費_服務業部門_社會服務及個人服務(數值),電力消費_服務業部門_公共行政業(數值),電力消費_服務業部門_其他(數值),電力消費_住宅部門(數值)
201206,百萬度,19990.194834,1545.579959,10597.860728,457.25738,283.02332,2211.472156,405.700911,430.172899,1320.107244,556.123736,3310.085041,1623.918041,101.1291,0,0.393291,97.702685,3.033124,0,0,234.308875,3865.5834928,475.352088,251.016288,115.050984,63.997286,122.109225,97.366638,105.016644,770.775625,452.4909468,1412.407768,3645.7326792
201207,百萬度,21985.031194,1730.965213,11553.666228,500.291059,305.587489,2422.008837,444.098497,516.862198,1332.930682,589.632403,3652.313841,1789.941222,114.25473,0,0.404542,110.408409,3.441779,0,0,241.029999,4366.6145846,511.739963,277.233256,129.328493,71.460314,131.646079,107.929963,114.261462,786.560582,486.8161556,1749.638317,3978.5004394
201208,百萬度,22467.840427,1646.199232,11593.072327,504.631363,287.882487,2349.671734,452.734345,503.954627,1369.562332,599.315503,3717.987031,1807.332905,113.964813,0,0.468615,110.327093,3.169105,0,0,260.385601,4417.6767556,534.374834,290.974549,136.013471,73.404336,135.894004,110.994361,119.487247,790.295255,507.5353976,1718.703301,4436.5416984
201209,百萬度,21376.524141,1479.577313,10514.033491,449.86435,267.825433,2335.635903,406.97859,472.959879,1189.491851,538.463851,3235.467015,1617.346619,104.035923,0,0.566264,100.179373,3.290286,0,0,243.142988,4354.3728362,483.297087,261.861253,109.984096,65.900413,121.052744,99.53896,107.18267,745.804243,471.3293692,1888.422001,4681.3615898
201210,百萬度,21753.543528,1654.828885,11600.971565,493.274155,301.075808,2488.064741,437.343879,513.394143,1444.442506,574.221752,3615.157108,1733.997473,112.973657,0,0.582909,109.205874,3.184874,0,0,242.337265,4111.2726512,481.339844,252.605772,125.089171,67.192574,127.873538,98.584709,106.881478,765.994989,472.7272482,1612.983328,4031.1595048
201211,百萬度,19882.329252,1514.751932,10621.395392,444.968472,278.612587,2285.9371,412.979899,466.766705,1342.307326,536.300964,3268.97286,1584.549479,103.629086,0,0.624496,99.625165,3.379425,0,0,237.952109,3889.761142,438.938342,228.731896,104.893589,60.16895,116.846733,88.662024,98.190357,664.826421,475.987596,1612.515234,3514.839591
201212,百萬度,17830.202591,1409.947557,9995.605389,405.975642,263.115552,2328.878151,382.518534,422.062078,1295.012385,491.731582,2967.537892,1438.773573,94.41488,0,0.634999,90.425288,3.354593,0,0,205.56444,3377.5142594,381.724863,194.979471,91.642944,52.930478,104.405681,76.332883,85.903138,564.504693,448.5063444,1376.583764,2747.1560656
201301,百萬度,19720.674131,1558.358737,11381.38536,487.149427,304.12997,2419.778618,431.20865,525.181859,1499.601273,567.203323,3520.388522,1626.743718,123.845623,0,0.637926,119.948922,3.258775,0,0,201.365722,3441.318559,399.654832,196.354538,96.274498,58.807814,117.244965,79.161928,91.918563,599.255967,467.879702,1334.765752,3014.40013
201302,百萬度,16194.250524,1265.680182,8853.835102,336.709225,212.791135,2125.244084,304.660368,364.923755,1121.095736,398.137698,2760.028395,1230.244706,86.406609,0,0.651841,83.105029,2.649739,0,0,190.019526,2875.0683192,346.270453,173.475623,92.806708,47.962099,97.41658,63.51111,75.85398,455.869777,387.6750302,1134.226959,2923.2407858
201303,百萬度,19043.116221,1482.914245,10782.81572,454.513752,278.084273,2400.922808,400.879201,466.713957,1390.920305,541.6666,3270.842851,1578.271973,103.956491,0,0.666066,100.387695,2.90273,0,0,216.159359,3350.0963526,394.76531,204.063019,96.843189,55.99017,112.693097,77.33686,88.521108,602.418618,425.4026146,1292.062367,3107.1740534
201304,百萬度,19100.370986,1540.299995,10928.499523,466.5853,285.395326,2273.072994,412.966246,488.128662,1403.443939,553.763014,3465.825387,1579.318655,106.436333,0,0.723986,102.934891,2.777456,0,0,206.201441,3316.2884178,398.734256,205.037578,101.296244,56.934378,113.38242,78.845612,90.2105,626.627889,430.5848888,1214.634652,3002.6452762
201305,百萬度,20583.895456,1575.002586,11558.685665,489.424231,297.906323,2457.675868,438.285012,497.053694,1354.338652,594.461865,3689.918898,1739.621122,110.763398,0,0.734578,107.000584,3.028236,0,0,230.046991,3936.9144284,463.062782,243.613045,120.814674,68.899555,127.330464,94.088181,106.729967,781.215931,451.0378804,1480.121949,3172.4823876
201306,百萬度,21524.578519,1493.425261,11871.930573,512.392338,288.46561,2463.773285,451.164954,501.291987,1359.00674,595.666774,3887.172678,1812.996207,115.826422,0,0.764628,112.366329,2.695465,0,0,234.808215,4125.206007,495.410401,270.417702,133.716374,73.559363,132.978024,103.902721,114.356402,880.481337,486.432247,1433.951436,3683.382041
201307,百萬度,22738.801352,1741.692705,11752.680052,486.023281,285.259068,2548.038885,452.341884,478.878323,1322.044751,611.370077,3765.205802,1803.517981,115.208457,0,0.775685,111.762005,2.670767,0,0,272.191879,4515.8533088,523.049696,294.695265,131.963778,74.805669,133.862719,109.710061,120.415781,790.316883,486.5406088,1850.492848,4341.1749502
201308,百萬度,23053.044151,1627.004109,11852.35756,492.528879,286.194541,2578.743185,448.070402,492.52209,1372.254898,609.994122,3774.670396,1797.379047,114.060568,0,0.784183,110.166897,3.109488,0,0,262.549729,4448.1039688,519.947787,291.305171,132.399185,74.151652,133.02829,107.56906,118.620355,779.20643,500.4410468,1791.434992,4748.9682162
201309,百萬度,22302.170134,1578.186553,11059.408343,468.020846,276.346054,2301.294496,422.123092,468.442858,1286.589139,568.983723,3592.853359,1674.754776,115.44794,0,0.799677,111.970522,2.677741,0,0,257.967852,4504.2255138,498.739377,281.381139,119.275133,70.706638,125.765703,100.888708,112.983413,784.829241,472.8599198,1936.796242,4786.9339322
201310,百萬度,21576.02364,1570.860122,11345.620788,475.704139,304.539717,2383.129789,438.124121,494.937499,1370.656063,586.74313,3588.486797,1703.299533,113.465243,0,0.807373,109.634365,3.023505,0,0,240.938851,4091.3642764,467.03684,258.138151,115.258965,66.917934,123.217585,94.233424,111.565112,742.328406,453.6109354,1659.056924,4213.7743596
201311,百萬度,20315.549349,1501.436406,10899.126754,444.547854,295.899682,2365.550068,426.346494,493.226448,1322.298305,562.83119,3392.272624,1596.154089,106.482792,0,0.820004,102.627336,3.035452,0,0,233.708603,3902.2398552,429.536864,234.211205,102.784457,62.635635,115.356819,84.48854,102.216738,651.769654,460.0482942,1659.191649,3672.5549388
201312,百萬度,18970.924916,1470.934937,10928.539909,449.539257,291.418907,2393.291502,422.266335,477.093849,1377.857479,563.221137,3395.016025,1558.835418,111.085987,0,0.875161,107.035404,3.175422,0,0,205.262195,3349.0603008,384.024378,201.02841,95.042139,58.083484,110.361717,75.37102,95.078197,590.319441,444.8640758,1294.887439,2906.0415872
201401,百萬度,19274.214275,1540.347483,10929.57524,428.57647,295.193451,2475.308064,403.501835,482.692091,1396.143547,540.125579,3380.97367,1527.060533,112.547684,0,0.834158,108.606506,3.10702,0,0,207.017531,3348.704159,378.03076,194.579103,92.219432,57.240001,109.647979,70.604706,93.542381,538.04318,436.881863,1377.914754,3136.022178
201402,百萬度,17553.511707,1318.442224,9735.036244,373.34031,250.001227,2136.620637,353.486358,387.415556,1285.143417,481.576269,3071.29699,1396.15548,109.158081,0,0.839834,105.31284,3.005407,0,0,199.760039,2972.1335316,346.058761,185.115765,75.463576,50.269358,100.444091,62.50649,83.693521,482.523746,382.4799666,1203.578257,3218.9815874
201403,百萬度,19333.524965,1521.335337,11205.686084,465.614652,303.222555,2395.521951,411.259702,496.495799,1451.137741,571.108654,3523.506297,1587.818733,108.780402,0,0.890364,105.051916,2.838122,0,0,189.585826,3206.395337,364.085354,190.915221,96.526993,56.579175,106.908512,70.043718,93.614033,590.366676,408.432883,1228.922772,3101.741979
201404,百萬度,19397.954216,1532.683438,11192.18603,460.724998,292.763822,2357.485075,422.624014,486.672903,1430.572893,577.573926,3542.458005,1621.310394,108.001673,0,0.903761,104.201818,2.896094,0,0,212.449513,3370.1616866,399.210819,214.132843,102.200315,61.006347,112.86769,78.269948,103.594276,648.423653,420.2118726,1230.243923,2982.4718754
201405,百萬度,20938.493469,1588.60864,11872.335012,484.202558,306.142741,2464.346186,450.932566,514.42898,1502.873292,607.268019,3809.706548,1732.434122,109.271086,0,0.987241,105.209899,3.073946,0,0,232.449055,3918.4822542,448.772615,250.487809,122.528148,67.978632,123.01656,88.198573,115.524083,756.270687,432.7823452,1512.922802,3217.3474218
201406,百萬度,21363.165994,1616.809857,11608.131916,463.238442,293.379515,2406.81061,436.173931,496.964984,1413.256794,594.484986,3792.294833,1711.527821,113.637529,0,1.001669,109.501404,3.134456,0,0,244.133288,4101.505381,473.00234,274.24881,122.737189,72.227577,125.182011,94.18795,120.840437,799.197273,452.308498,1567.573296,3678.948023
201407,百萬度,22878.648181,1707.434383,12244.253408,489.111036,308.120168,2564.896321,461.134851,492.002439,1428.464558,636.530847,3998.461171,1865.532017,116.250243,0,1.046799,111.781589,3.421855,0,0,256.79716,4438.427958,500.376365,292.156043,141.587472,77.027148,131.337361,103.322423,131.423231,799.981136,484.253894,1776.962885,4115.485029
201408,百萬度,23622.057145,1655.424035,12110.485985,491.54808,304.9028,2411.868408,466.721833,481.621473,1458.78757,644.624423,3987.116752,1863.294646,125.830779,0,1.054108,121.035945,3.740726,0,0,293.298241,4600.3538128,537.474885,317.918937,134.290997,79.008284,134.719333,106.994204,138.752318,796.497634,503.5947878,1851.102433,4836.6642922
201409,百萬度,23681.803568,1703.825318,11609.420435,472.511449,291.176643,2312.614737,437.195614,468.884792,1375.85559,614.946879,3848.877155,1787.357576,121.596936,0,1.061992,116.91067,3.624274,0,0,269.19118,4719.1611168,501.286272,293.844825,128.39729,74.574352,128.165068,102.092114,131.956224,839.65438,487.5487038,2031.641888,5258.6085822
201410,百萬度,22591.710312,1554.184592,11729.516006,472.955732,299.264972,2406.655098,441.21397,490.944493,1436.609378,623.152292,3800.821721,1757.89835,120.727955,0,1.06991,115.807752,3.850293,0,0,265.978877,4293.8627426,478.358896,275.524601,124.360537,70.178948,123.936695,94.976913,124.337051,761.463267,477.3190976,1763.406737,4627.4401394
201411,百萬度,20993.237034,1449.781022,11085.012847,438.905477,284.509562,2210.928464,417.673938,464.492995,1462.108809,584.181009,3591.299249,1630.913344,113.284604,0,1.083319,108.579204,3.622081,0,0,254.045469,4067.7217958,434.122388,245.246034,128.266934,65.698474,115.406442,82.847008,113.286981,656.170746,456.5510608,1770.125728,4023.3912962
201412,百萬度,19472.064672,1652.087682,11092.875289,455.65008,287.113836,2178.237371,414.55216,480.057032,1479.693037,590.47166,3595.164253,1611.93586,114.122547,0,1.106689,109.351322,3.664536,0,0,208.22904,3420.9116342,378.462687,205.900476,103.20977,59.192373,108.393036,74.049396,106.77795,597.463724,448.6456972,1338.816525,2983.8384798
201501,百萬度,19532.532357,1539.047382,11035.533839,448.220421,290.113477,2230.304294,415.718685,491.316306,1459.909644,589.0487,3528.515044,1582.387268,112.119053,0,1.101179,107.646718,3.371156,0,0,223.59564,3455.67372,376.323185,202.864897,99.150093,58.64748,109.467415,69.892694,106.759677,554.467841,439.207659,1438.892779,3166.562723
201502,百萬度,17028.606515,1341.773124,9418.430302,351.384968,230.731578,2000.070844,332.867014,392.007173,1201.625276,457.6269,3150.912853,1301.203696,111.966597,0,1.116799,107.968872,2.880926,0,0,187.985663,2916.6112832,330.164683,178.825102,84.836113,50.498892,96.106686,58.06355,92.45905,450.852146,378.0990082,1196.706053,3051.8395458
201503,百萬度,19641.695694,1541.020753,11243.433698,459.789372,281.174665,2311.984043,423.481896,458.211153,1445.274966,590.754275,3647.898873,1624.864455,110.38726,0,1.1678,105.705648,3.513812,0,0,219.644905,3408.7596782,383.58744,214.918255,110.35938,59.231003,111.493178,71.453122,107.648731,607.580665,416.0803482,1326.407556,3118.4493998
201504,百萬度,19568.884341,1521.830796,11105.957429,453.183596,265.13144,2247.386828,421.416063,456.409166,1409.187141,587.226526,3655.976174,1610.040495,116.250467,0,1.181074,111.561127,3.508266,0,0,220.643617,3452.2222668,397.267883,221.689129,109.711625,61.599294,111.797672,75.537773,112.117152,645.760629,421.4654088,1295.275701,3151.9797652
201505,百萬度,21059.68058,1656.705769,11701.468928,472.736542,285.209142,2392.188884,435.63835,476.597527,1424.656464,609.744465,3866.686113,1738.011441,118.837956,0,1.187363,113.807597,3.842996,0,0,253.762079,4026.20724,453.046849,263.118814,128.231055,68.986765,121.639909,86.576292,123.834427,767.111175,439.332632,1574.329322,3302.698608
201506,百萬度,21322.341576,1641.138784,11516.039644,459.884562,278.261748,2265.699825,431.105568,468.819946,1352.177007,603.13701,3895.841413,1761.112565,122.892331,0,1.203206,116.238861,5.450264,0,0,242.545471,4191.3458298,467.553222,275.447422,136.009601,72.41421,122.794922,93.783034,132.598465,846.791614,461.4705078,1582.482832,3608.3795162
201507,百萬度,23476.961652,1700.495731,12000.834603,485.989948,283.621078,2256.60889,455.792065,493.89344,1398.463286,651.112099,4071.680973,1903.672824,122.700027,0,1.212085,117.336243,4.151699,0,0,301.175706,4713.773037,530.807939,321.94139,145.758491,78.769887,132.345195,105.982663,147.847937,814.434236,479.93842,1955.946879,4637.982548
201508,百萬度,23487.595172,1805.118687,11690.876859,461.400534,262.068626,2361.684013,426.27671,475.235692,1318.248466,615.227949,3972.02025,1798.714619,123.399912,0,1.225599,118.62038,3.553933,0,0,275.061327,4503.5243672,507.252627,305.838696,134.916305,75.64484,126.835862,100.144867,140.713475,758.137805,475.6325162,1878.407374,5089.6140198
201509,百萬度,22517.833372,1649.866518,11239.27345,453.876067,265.953576,2269.327453,413.983884,453.59864,1238.165818,590.665756,3824.073742,1729.628514,115.800068,0,1.238483,111.103096,3.458489,0,0,258.362407,4513.0858866,479.72934,286.531556,129.164616,72.679171,121.788197,94.665571,132.60731,781.928041,460.9173326,1953.074752,4741.4450424
201510,百萬度,21937.419252,1567.267452,11529.795239,460.020797,277.257884,2339.954824,428.245555,461.643574,1295.343986,593.298799,3900.356491,1773.673329,115.001264,0,1.261276,110.25958,3.480408,0,0,262.432746,4269.9239236,476.368276,284.710001,136.477604,72.648826,122.480356,91.668156,129.747254,779.491922,453.7622706,1722.569258,4192.9986274
201511,百萬度,20710.391623,1484.401038,10956.204428,437.249674,264.29181,2208.118434,411.730162,453.37236,1242.072315,567.882587,3717.921726,1653.56536,117.336022,0,1.340368,112.364749,3.630905,0,0,245.689501,4095.9701258,436.198602,257.858266,116.388228,67.95976,114.302254,84.372029,120.79927,703.772212,462.7134228,1731.606082,3810.7905082
201512,百萬度,19735.339464,1541.526578,11262.588757,440.347381,285.605527,2384.204122,423.971042,479.771234,1290.378524,582.608694,3720.365846,1655.336387,119.735553,0,1.453045,114.956676,3.325832,0,0,226.182684,3577.4440122,404.526314,233.597695,109.929989,65.024005,110.739528,77.792432,115.186305,638.363403,443.3246882,1378.959653,3007.8618798
201601,百萬度,19171.056647,1434.580948,10830.789171,416.30122,266.170335,2205.184872,404.147777,439.658289,1344.424662,562.443147,3613.803038,1578.655831,113.296647,0,1.541357,109.02004,2.73525,0,0,212.280114,3461.401625,372.814591,212.554462,104.480652,60.702085,105.278732,67.965211,108.760666,560.733007,425.285894,1442.826325,3118.708142
201602,百萬度,17002.828469,1251.973288,9498.571533,332.627,223.450891,2058.517429,319.29388,362.527933,1186.24139,442.05356,3242.9293,1330.93015,112.80702,0,1.566998,108.568861,2.671161,0,0,191.807474,2896.7276714,329.693112,191.137382,91.116589,52.435829,95.822112,56.806991,94.993978,478.659129,368.9472674,1137.115282,3050.9414826
201603,百萬度,19617.959739,1510.735163,11158.761562,437.534241,281.521501,2258.249709,418.503276,440.963579,1379.927058,586.25032,3726.041585,1629.770293,113.449586,0,1.610908,108.796479,3.042199,0,0,211.897839,3310.907433,364.526674,210.833372,105.883414,59.906194,106.908191,67.323516,108.126684,599.382361,400.979021,1287.038006,3312.208156
201604,百萬度,19706.852826,1471.237475,11183.862934,427.089059,269.260849,2194.547668,412.282512,434.20538,1347.032625,576.86313,3863.908582,1658.673129,114.674048,0,1.718529,109.743432,3.212087,0,0,210.801858,3462.7447554,394.222066,226.398941,120.848236,65.342591,110.722565,80.290914,115.521861,672.543026,420.6803824,1256.174173,3263.5317556
201605,百萬度,21493.902901,1622.169405,11859.914741,453.465011,276.048653,2313.545833,437.669711,464.23102,1445.00269,630.700959,4027.759605,1811.491259,118.460309,0,1.756508,113.662562,3.041239,0,0,248.74338,4145.3682842,466.222657,278.754896,133.09346,74.60386,121.855943,80.664585,130.886947,817.776599,443.9441612,1597.565176,3499.2467818
201606,百萬度,22155.199306,1648.302545,11681.960164,431.905517,277.086848,2267.575256,435.642474,445.563843,1363.814987,622.73956,4008.971816,1828.659863,120.098693,0,1.788679,115.15404,3.155974,0,0,260.959645,4318.6220052,481.206589,291.760899,139.229358,75.521682,123.15163,93.632939,137.811093,839.246646,457.8486442,1679.212525,4125.2562538
201607,百萬度,23587.24893,1725.195671,12185.618732,451.501893,262.522611,2444.412014,449.589378,462.571009,1418.358349,637.795151,4190.201983,1868.666344,127.120736,0,1.829444,121.874573,3.416719,0,0,285.226985,4640.0863924,515.903371,320.238071,145.933359,80.362617,128.477716,98.338499,145.769336,805.639518,469.6167674,1929.807138,4624.0004136
201608,百萬度,24048.262762,1756.596136,12107.826129,467.578981,274.086322,2234.211165,467.282169,468.890616,1393.768767,662.353635,4220.116266,1919.538208,128.761945,0,1.912703,123.48807,3.361172,0,0,290.034744,4675.6131512,523.781265,323.742783,149.74949,81.566379,128.99175,102.704223,152.791143,816.18555,493.9241292,1902.176439,5089.4306568
201609,百萬度,23268.78842,1625.672546,11315.325724,430.544252,265.995219,2163.681862,417.940625,430.020747,1269.183304,596.437319,4003.640368,1737.882028,119.218404,0,1.977775,113.997645,3.242984,0,0,277.379404,4675.7773374,489.410645,302.15201,143.280046,76.684025,122.176835,92.942225,142.420538,797.427282,454.8680824,2054.415649,5255.4150046
201610,百萬度,22930.638243,1692.871943,11938.768678,443.741698,297.519683,2349.881309,433.837862,461.062325,1408.402265,614.137979,4127.50224,1802.683317,120.957831,0,2.008827,115.128161,3.820843,0,0,253.614131,4391.8075428,484.106195,295.420612,130.133823,76.557486,121.648638,89.409233,139.460203,818.482883,459.6951228,1776.893347,4532.6181172
201611,百萬度,21695.016667,1582.415216,11416.896959,419.680132,285.556536,2229.273402,435.271414,450.363686,1334.801279,618.588271,3899.655772,1743.706467,118.00803,0,2.039224,112.352253,3.616553,0,0,248.528501,4191.513775,439.423555,267.719661,118.045632,70.452651,113.330557,82.755156,131.436005,701.966269,456.326076,1810.058213,4137.654186
201612,百萬度,20742.296289,1592.954114,11711.709649,424.520558,284.183513,2327.472004,438.416274,475.684763,1466.668545,630.075832,3945.129403,1719.558757,117.300328,0,2.171237,111.660202,3.468889,0,0,231.452489,3767.9482,411.412144,245.260049,121.146988,67.335266,110.693168,76.732023,127.809977,649.604899,442.075616,1515.87807,3320.931509
201701,百萬度,19613.935574,1491.069389,11032.819746,369.681548,261.199213,2340.994998,379.066418,429.35823,1373.812759,543.751517,3770.472839,1564.482224,119.521553,0,2.201696,113.942093,3.377764,0,0,214.441196,3561.7778412,381.815158,224.898785,111.855521,62.368747,106.2661,66.945057,119.186583,565.660689,414.2198892,1508.561312,3194.3058488
201702,百萬度,18314.919564,1371.833549,10294.53084,365.788267,253.856527,2129.297234,367.492348,373.513144,1308.300461,527.762835,3479.487818,1489.032206,111.609917,0,2.285387,106.673046,2.651484,0,0,215.780944,3149.3590102,347.886919,208.424239,94.83815,54.703549,98.525707,61.494478,109.22195,504.122975,364.2212972,1305.919746,3171.8053038
201703,百萬度,20189.294894,1592.659128,11626.009183,421.436998,289.840787,2209.610175,435.690674,456.700928,1482.952339,628.441508,3953.232582,1748.103192,122.165258,0,2.31746,116.842897,3.004901,0,0,211.486778,3387.8617312,362.524991,211.774366,107.726476,62.023433,105.433501,67.062128,121.372933,613.516363,388.9708102,1347.45673,3249.1128158
201704,百萬度,20002.046948,1603.797201,11312.297191,394.732871,268.35324,2153.77418,410.018262,441.506895,1430.914311,599.172257,3901.43527,1712.389905,122.433052,0,2.342126,116.953392,3.137534,0,0,235.327165,3521.5466848,395.32978,235.39443,106.683438,66.980473,109.144566,71.128124,126.204495,652.393043,396.6418888,1361.646447,3206.6456542
201705,百萬度,21552.122642,1662.498622,12064.876541,420.693259,280.734857,2376.762181,431.15685,471.189484,1464.823874,637.257978,4182.222275,1800.035783,127.77862,0,2.371652,122.040739,3.366229,0,0,246.19457,4028.0082704,436.571755,264.854222,134.930256,74.183397,116.301845,81.450304,139.434599,770.532917,413.9408544,1595.808121,3422.7660186
201706,百萬度,21960.178483,1761.909106,11953.439096,424.680289,282.617794,2325.478515,441.417036,443.155966,1324.791286,651.451229,4192.151691,1867.69529,125.371279,0,2.456873,119.759352,3.155054,0,0,258.017042,4186.589161,458.285241,285.531111,138.157795,78.186164,119.516784,89.530868,148.189073,824.815992,437.319177,1607.056956,3674.852799
201707,百萬度,23696.39192,1799.217572,12493.982924,430.049782,292.201991,2467.039105,449.383337,470.620185,1417.564176,665.447832,4382.735351,1918.941165,129.719099,0,2.528056,123.941754,3.249289,0,0,286.576453,4607.2610252,500.105882,318.907917,145.572786,84.39825,124.837268,96.631723,160.408038,803.986941,451.0620282,1921.350192,4379.6348468
201708,百萬度,24380.174057,1856.369942,12625.743967,447.301408,288.48793,2441.790674,463.575907,456.606816,1421.648213,682.657649,4460.247985,1963.427385,135.564603,0,2.635704,129.403107,3.525792,0,0,284.286325,4621.3896508,503.237758,326.107277,146.572247,85.56985,126.475129,99.345853,166.945238,820.726752,475.6382778,1870.771269,4856.8195692
201709,百萬度,24303.044864,1792.328216,12090.036566,429.478432,290.164032,2194.119971,449.397109,458.668312,1380.388087,666.136085,4317.544779,1904.139759,126.843955,0,2.736355,120.848425,3.259175,0,0,283.763482,4777.9335428,487.600857,314.005775,140.389472,83.457169,122.218248,94.736775,158.197484,857.532381,460.1251558,2059.670226,5232.1391022
201710,百萬度,24066.114239,1738.275607,12194.330269,419.415196,296.805614,2382.091692,434.676348,452.036389,1420.032808,644.018431,4295.301891,1849.9519,130.181032,0,2.84015,124.314984,3.025898,0,0,303.673941,4572.9355834,488.549433,316.083213,134.00437,82.027711,120.984423,89.465413,159.416422,806.839604,430.2648934,1945.300101,5126.7178066
201711,百萬度,22474.03108,1614.40065,11698.82754,398.490609,289.611786,2252.116351,424.420677,434.829677,1402.832967,631.765813,4050.974744,1813.784916,121.579032,0,2.986487,115.566722,3.025823,0,0,259.14819,4213.2857866,419.398981,266.850863,117.120995,73.459457,109.671376,78.792273,142.358044,690.422899,423.2749806,1891.935918,4566.7898814
201712,百萬度,20842.393271,1568.245443,11724.587906,401.953077,297.064585,2303.122357,425.60861,457.40989,1438.256507,633.477544,4034.018409,1733.676927,121.86327,0,3.169125,115.690843,3.003302,0,0,238.287216,3662.3609666,385.727497,239.539654,131.820328,69.366656,106.058746,70.383854,137.421796,620.443013,399.5943316,1502.005091,3527.0484694
